ID,Term,POS,NEG,NEU,TOTAL
1860,hunkar begendi,4,0,0,4
1861,dim sim,4,0,0,4
1862,lunch choice,4,0,0,4
1863,accommodate,4,0,0,4
1864,pad see,4,0,0,4
1865,thai ice tea,4,0,0,4
1866,reheat,4,0,0,4
1867,culinary,4,0,0,4
1868,breakfast platter,4,0,0,4
1869,sultan ' s delight,4,0,0,4
1870,tasting,4,0,0,4
1871,gyro plate,4,0,0,4
1872,organize,4,0,0,4
1873,halal food,4,0,0,4
1874,restuarant,4,0,0,4
1875,potato skin,4,0,0,4
1876,cousine,4,0,0,4
1877,seared tuna,4,0,0,4
1878,grill chicken salad,4,0,0,4
1879,mongolian,4,0,0,4
1880,salmon dish,4,0,0,4
1881,grilled pork,4,0,0,4
1882,general tso chicken,4,0,0,4
1883,dim sum option,4,0,0,4
1884,arak,4,0,0,4
1885,mei fun,4,0,0,4
1886,veal dish,4,0,0,4
1887,quenelle de brochet,4,0,0,4
1888,creation,4,0,0,4
1889,mixologist,4,0,0,4
1890,kid menu,4,0,0,4
1891,all you,4,0,0,4
1892,pollo a la brasa,4,0,0,4
1893,buzz,4,0,0,4
1894,steak tartar,4,0,0,4
1895,brunch deal,4,0,0,4
1896,feeling,4,0,0,4
1897,pulpo,4,0,0,4
1898,wife,4,0,0,4
1899,fountain,4,0,0,4
1900,eating,4,0,0,4
1901,atention,4,0,0,4
1902,char,4,0,0,4
1903,grill salmon,4,0,0,4
1904,parantha,4,0,0,4
1905,chana masala,4,0,0,4
1906,potato bread,4,0,0,4
1907,sundae,4,0,0,4
1908,payment,4,0,0,4
1909,grilled,4,0,0,4
1910,comedian,4,0,0,4
1911,calorie,4,0,0,4
1912,pongal,4,0,0,4
1913,chianti,4,0,0,4
1914,fry ice cream,4,0,0,4
1915,serivce,4,0,0,4
1916,pastai,4,0,0,4
1917,collection,4,0,0,4
1918,grill meat,4,0,0,4
1919,beef short rib,4,0,0,4
1920,vegan dish,4,0,0,4
1921,seafood option,4,0,0,4
1922,fudge,4,0,0,4
1923,caesar,4,0,0,4
1924,chimis,4,0,0,4
1925,decorated,4,0,0,4
1926,gluten free,4,0,0,4
1927,vegan menu,4,0,0,4
1928,mackerel,4,0,0,4
1929,char siu,4,0,0,4
1930,thenthuk,4,0,0,4
1931,pad cha,4,0,0,4
1932,crabcake,4,0,0,4
1933,soft,4,0,0,4
1934,harp,4,0,0,4
1935,paneer butter masala,4,0,0,4
1936,ramen soup,4,0,0,4
1937,mexican food,4,0,0,4
1938,pozole,4,0,0,4
1939,tempura cheesecake,4,0,0,4
1940,fish selection,4,0,0,4
1941,banquet room,4,0,0,4
1942,vault,4,0,0,4
1943,fried chicken wing,4,0,0,4
1944,pasta fagioli soup,4,0,0,4
1945,scarpiello,4,0,0,4
1946,margherita pizza,4,0,0,4
1947,veal special,4,0,0,4
1948,gobi manchurian,4,0,0,4
1949,non,4,0,0,4
1950,srilankan food,4,0,0,4
1951,salmon cake,3,1,0,4
1952,service time,3,1,0,4
1953,beet salad,3,1,0,4
1954,s salad,3,1,0,4
1955,kebabs,3,1,0,4
1956,dim sum selection,3,1,0,4
1957,sun,3,1,0,4
1958,lunch service,3,1,0,4
1959,dumplings,3,1,0,4
1960,expirence,3,1,0,4
1961,sauerkraut,3,1,0,4
1962,kunafa,3,1,0,4
1963,detail,3,1,0,4
1964,checkout,3,1,0,4
1965,photographer,3,1,0,4
1966,shrimp tempura roll,3,1,0,4
1967,vegetable roll,3,1,0,4
1968,mocktail,3,1,0,4
1969,egg drop soup,3,1,0,4
1970,baba ganush,3,1,0,4
1971,dining area,3,1,0,4
1972,fish bowl,3,1,0,4
1973,tortilla chip,3,1,0,4
1974,steak tip,3,1,0,4
1975,chicken chunk,3,1,0,4
1976,pastry basket,3,1,0,4
1977,papdi chat,3,1,0,4
1978,lassis,3,1,0,4
1979,paan,3,1,0,4
1980,manchego,3,1,0,4
1981,foid,3,1,0,4
1982,sandwhich,3,1,0,4
1983,bolon,3,1,0,4
1984,cornbread,3,1,0,4
1985,staff food,3,1,0,4
1986,fry chicken wing,3,1,0,4
1987,bossam,3,1,0,4
1988,stock,3,1,0,4
1989,soda bread,3,1,0,4
1990,chicken pot pie,3,1,0,4
1991,garlic bread stick,3,1,0,4
1992,lightning,3,1,0,4
1993,work,3,1,0,4
1994,kale,3,1,0,4
1995,bbq chicken,3,1,0,4
1996,service atmosphere,3,1,0,4
1997,chefs,3,1,0,4
1998,appetizer plate,3,1,0,4
1999,al pastor,3,1,0,4
2000,chimichanga,3,1,0,4
2001,antipasti,3,1,0,4
2002,mezza,3,1,0,4
2003,soba,3,1,0,4
2004,escarole,3,1,0,4
2005,lobster mac,3,1,0,4
2006,ginger beer,3,1,0,4
2007,seafood selection,3,1,0,4
2008,tandoor,3,1,0,4
2009,mirror,3,1,0,4
2010,chili ’ s,3,1,0,4
2011,picadera,3,1,0,4
2012,paneer roll,3,1,0,4
2013,rum,3,0,1,4
2014,cantonese,3,0,1,4
2015,hot & sour soup,3,0,1,4
2016,dim - sum,3,0,1,4
2017,jiang noodle,3,0,1,4
2018,mataba,3,0,1,4
2019,lava cake,3,0,1,4
2020,pad tai,3,0,1,4
2021,cosmo,3,0,1,4
2022,fahsah,3,0,1,4
2023,chai tea,3,0,1,4
2024,gyro meat,3,0,1,4
2025,lay out,3,0,1,4
2026,entres,3,0,1,4
2027,pork buns,3,0,1,4
2028,parfait,3,0,1,4
2029,potstickers,3,0,1,4
2030,boba,3,0,1,4
2031,mi sandwich,3,0,1,4
2032,lettuce wrap,3,0,1,4
2033,crispy duck roll,3,0,1,4
2034,technique,3,0,1,4
2035,buffet menu,3,0,1,4
2036,kabab platter,3,0,1,4
2037,small plate,3,0,1,4
2038,choritos,3,0,1,4
2039,banchans,3,0,1,4
2040,corn beef,3,0,1,4
2041,beef tartar,3,0,1,4
2042,t,3,0,1,4
2043,deli,3,0,1,4
2044,sampler platter,3,0,1,4
2045,chicken special,3,0,1,4
2046,banana split,3,0,1,4
2047,chicken caesar salad,3,0,1,4
2048,kulcha,3,0,1,4
2049,croquet,3,0,1,4
2050,calamari salad,3,0,1,4
2051,art work,3,0,1,4
2052,pizzas,3,0,1,4
2053,tarte tatin,3,0,1,4
2054,ramen dish,3,0,1,4
2055,margaritas,3,0,1,4
2056,arroz con,3,0,1,4
2057,croque monsieur,3,0,1,4
2058,pomme frites,3,0,1,4
2059,seekh kabob,3,0,1,4
2060,bahn mi sandwich,3,0,1,4
2061,thai basil,3,0,1,4
2062,kbbq,3,0,1,4
2063,tso ' s chicken,2,2,0,4
2064,hen,2,2,0,4
2065,bean curd,2,2,0,4
2066,pork dish,2,2,0,4
2067,sparerib,2,2,0,4
2068,clerk,2,2,0,4
2069,kung pao,2,2,0,4
2070,fin,2,2,0,4
2071,sause,2,2,0,4
2072,host staff,2,2,0,4
2073,prayer,2,2,0,4
2074,train,2,2,0,4
2075,general tso,2,2,0,4
2076,background,2,2,0,4
2077,booking,2,2,0,4
2078,dinning room,2,2,0,4
2079,stair,2,2,0,4
2080,leek,2,2,0,4
2081,lobster salad,2,2,0,4
2082,filet of sole,2,2,0,4
2083,delivery person,2,2,0,4
2084,sit arrangement,2,2,0,4
2085,availability,2,2,0,4
2086,surface,2,2,0,4
2087,daiquiri,2,2,0,4
2088,tone,2,2,0,4
2089,pakoda,2,2,0,4
2090,chilly,2,2,0,4
2091,pakoras,2,2,0,4
2092,cioppino,2,2,0,4
2093,truffle,2,2,0,4
2094,cilantro,2,2,0,4
2095,veal parm,2,2,0,4
2096,bolognese sauce,2,2,0,4
2097,taker,2,2,0,4
2098,food preparation,2,2,0,4
2099,poke bowl,2,2,0,4
2100,enchiladas,2,2,0,4
2101,tso chicken,2,1,1,4
2102,japanese,2,1,1,4
2103,transaction,2,1,1,4
2104,iced,2,1,1,4
2105,pad kee mow,2,1,1,4
2106,tast,2,1,1,4
2107,lebne,2,1,1,4
2108,gyozas,2,1,1,4
2109,brulee,2,1,1,4
2110,material,2,1,1,4
2111,tom yum soup,2,1,1,4
2112,sour soup,2,1,1,4
2113,candle,2,1,1,4
2114,pizza dough,2,1,1,4
2115,papad,2,1,1,4
2116,buratta,2,1,1,4
2117,panner,2,1,1,4
2118,milk shake,2,1,1,4
2119,jjampong,2,1,1,4
2120,head chef,2,1,1,4
2121,lamb rib,2,1,1,4
2122,potatoe,2,1,1,4
2123,taco al pastor,2,1,1,4
2124,sushi / sashimi,2,1,1,4
2125,broccolini,2,1,1,4
2126,paelha,2,1,1,4
2127,karhai,2,1,1,4
2128,dan dan noodle,2,0,2,4
2129,oxtail dumpling,2,0,2,4
2130,asian,2,0,2,4
2131,spring chicken,2,0,2,4
2132,chop suey,2,0,2,4
2133,brie,2,0,2,4
2134,sui mai,2,0,2,4
2135,pide,2,0,2,4
2136,combo plate,2,0,2,4
2137,savory,2,0,2,4
2138,pot pie,2,0,2,4
2139,distance,2,0,2,4
2140,frozen drink,2,0,2,4
2141,iftar buffet,2,0,2,4
2142,cold cut,2,0,2,4
2143,dahi puri,2,0,2,4
2144,arctic char,2,0,2,4
2145,fixe,2,0,2,4
2146,board,2,0,2,4
2147,lasagna classico,2,0,2,4
2148,s pie,2,0,2,4
2149,vegetarian platter,2,0,2,4
2150,combo platter,2,0,2,4
2151,fattoush,2,0,2,4
2152,bhorta,2,0,2,4
2153,kottu,2,0,2,4
2154,mutton roll,2,0,2,4
2155,court,2,0,2,4
2156,moo shu pork,1,3,0,4
2157,frosting,1,3,0,4
2158,heating,1,3,0,4
2159,roof,1,3,0,4
2160,stall,1,3,0,4
2161,sink,1,3,0,4
2162,long island iced tea,1,3,0,4
2163,sugar,1,3,0,4
2164,video,1,3,0,4
2165,inventory,1,3,0,4
2166,of,1,3,0,4
2167,curd,1,3,0,4
2168,hainanese chicken,1,3,0,4
2169,nasi lemak,1,3,0,4
2170,street,1,2,1,4
2171,intestine,1,2,1,4
2172,pricey,1,2,1,4
2173,clothes,1,2,1,4
2174,mai tai,1,2,1,4
2175,cacciatore,1,2,1,4
2176,wait person,1,2,1,4
2177,card,1,2,1,4
2178,towel,1,2,1,4
2179,pineapple,1,2,1,4
2180,somosa,1,2,1,4
2181,har gow,1,1,2,4
2182,vinaigrette,1,1,2,4
2183,cash register,1,1,2,4
2184,mixed veggie,1,1,2,4
2185,transportation,1,1,2,4
2186,fried catfish,1,1,2,4
2187,tenderloin,1,1,2,4
2188,banquet,1,1,2,4
2189,tonkatsu,1,1,2,4
2190,lolipop,1,1,2,4
2191,appitizers,1,1,2,4
2192,congee,1,1,2,4
2193,coq au vin,1,0,3,4
2194,tonic,1,0,3,4
2195,caldo,1,0,3,4
2196,fried mozzarella,1,0,3,4
2197,maki,1,0,3,4
2198,sound system,0,4,0,4
2199,cushion,0,4,0,4
2200,walkway,0,4,0,4
2201,urinal,0,4,0,4
2202,delay,0,4,0,4
2203,tablet,0,4,0,4
2204,cash,0,4,0,4
2205,hand dryer,0,4,0,4
2206,msg,0,3,1,4
2207,labor,0,3,1,4
2208,road,0,3,1,4
2209,tipping,0,3,1,4
2210,delivery fee,0,3,1,4
2211,rent,0,3,1,4
2212,crab legs,0,2,2,4
2213,pad thai noodle,0,2,2,4
2214,dairy,0,2,2,4
2215,fried shrimp,0,2,2,4
2216,mai,0,2,2,4
2217,long bao,0,1,3,4
2218,biriani,0,1,3,4
2219,cold appetizer,0,0,4,4
2220,service lady,3,0,0,3
2221,lunch special menu,3,0,0,3
2222,chili oil,3,0,0,3
2223,tao,3,0,0,3
2224,lunch set,3,0,0,3
2225,advice,3,0,0,3
2226,tempura fish cake,3,0,0,3
2227,gina,3,0,0,3
2228,jerk wing,3,0,0,3
2229,fried squid,3,0,0,3
2230,hoagy,3,0,0,3
2231,seat space,3,0,0,3
2232,stir,3,0,0,3
2233,mix platter,3,0,0,3
2234,calf ’ s liver,3,0,0,3
2235,turkish delight,3,0,0,3
2236,dinner option,3,0,0,3
2237,pot sticker,3,0,0,3
2238,park space,3,0,0,3
2239,variety of,3,0,0,3
2240,steam bun,3,0,0,3
2241,soy,3,0,0,3
2242,jam,3,0,0,3
2243,kha soup,3,0,0,3
2244,pad ki mao,3,0,0,3
2245,esthetic,3,0,0,3
2246,cocktail option,3,0,0,3
2247,taco salad,3,0,0,3
2248,sauvignon blanc,3,0,0,3
2249,atmosphere service,3,0,0,3
2250,lamb liver,3,0,0,3
2251,vegetable dish,3,0,0,3
2252,fateh,3,0,0,3
2253,variety of dish,3,0,0,3
2254,fish tank,3,0,0,3
2255,nazik,3,0,0,3
2256,ali nazik,3,0,0,3
2257,cacik,3,0,0,3
2258,wood,3,0,0,3
2259,fried dumpling,3,0,0,3
2260,cone,3,0,0,3
2261,day,3,0,0,3
2262,fried chicken sandwich,3,0,0,3
2263,crispy beef,3,0,0,3
2264,aioli,3,0,0,3
2265,busser,3,0,0,3
2266,rainbow roll,3,0,0,3
2267,tao - tini,3,0,0,3
2268,club,3,0,0,3
2269,fortune cookie dessert,3,0,0,3
2270,chicken dumpling,3,0,0,3
2271,curry beef,3,0,0,3
2272,grilled beef,3,0,0,3
2273,combination,3,0,0,3
2274,skyline,3,0,0,3
2275,served,3,0,0,3
2276,chive,3,0,0,3
2277,muhamarra,3,0,0,3
2278,wine collection,3,0,0,3
2279,seating option,3,0,0,3
2280,seating space,3,0,0,3
2281,kebab sandwich,3,0,0,3
2282,kofta kabab,3,0,0,3
2283,fried cheese,3,0,0,3
2284,fillet,3,0,0,3
2285,macaron,3,0,0,3
2286,morel,3,0,0,3
2287,interaction,3,0,0,3
2288,start,3,0,0,3
2289,sushi menu,3,0,0,3
2290,hang,3,0,0,3
2291,everybody,3,0,0,3
2292,yuca frita,3,0,0,3
2293,tallarin verde,3,0,0,3
2294,bread roll,3,0,0,3
2295,plan,3,0,0,3
2296,grilled pork chop,3,0,0,3
2297,popcorn,3,0,0,3
2298,chicken parm sub,3,0,0,3
2299,rolatini,3,0,0,3
2300,chicken adana,3,0,0,3
2301,aunty,3,0,0,3
2302,sultani plater,3,0,0,3
2303,grilled platter,3,0,0,3
2304,lahmacun,3,0,0,3
2305,rest,3,0,0,3
2306,humor,3,0,0,3
2307,churasco,3,0,0,3
2308,patatas,3,0,0,3
2309,steak salad,3,0,0,3
2310,napoleon,3,0,0,3
2311,baked clam,3,0,0,3
2312,character,3,0,0,3
2313,tiramisu cake,3,0,0,3
2314,atomsphere,3,0,0,3
2315,shawarma wrap,3,0,0,3
2316,mixed plate,3,0,0,3
2317,octopus starter,3,0,0,3
2318,bloody mary bar,3,0,0,3
2319,food staff,3,0,0,3
2320,paella valenciana,3,0,0,3
2321,daughter,3,0,0,3
2322,bap,3,0,0,3
2323,korean,3,0,0,3
2324,jjigae,3,0,0,3
2325,angel hair,3,0,0,3
2326,shepard,3,0,0,3
2327,irish pub,3,0,0,3
2328,baba,3,0,0,3
2329,crispy chicken,3,0,0,3
2330,italian margarita,3,0,0,3
2331,front desk staff,3,0,0,3
2332,menu variety,3,0,0,3
2333,borshch,3,0,0,3
2334,borsht,3,0,0,3
2335,community,3,0,0,3
2336,burrata salad,3,0,0,3
2337,ball soup,3,0,0,3
2338,smorgasbord,3,0,0,3
2339,breakfast / lunch,3,0,0,3
2340,food people,3,0,0,3
2341,lamb saag,3,0,0,3
2342,tika masala,3,0,0,3
2343,pepe,3,0,0,3
2344,fluke crudo,3,0,0,3
2345,decorate space,3,0,0,3
2346,cacio,3,0,0,3
2347,outdoors,3,0,0,3
2348,sea,3,0,0,3
2349,cosmos,3,0,0,3
2350,atmosphere food,3,0,0,3
2351,green salad,3,0,0,3
2352,spacing,3,0,0,3
2353,food prep,3,0,0,3
2354,great,3,0,0,3
2355,tiki bar,3,0,0,3
2356,fish dinner,3,0,0,3
2357,ziti al forno,3,0,0,3
2358,sambusa,3,0,0,3
2359,kitfo,3,0,0,3
2360,ethiopian cuisine,3,0,0,3
2361,uttapam,3,0,0,3
2362,coordinator,3,0,0,3
2363,vinod,3,0,0,3
2364,idlis,3,0,0,3
2365,cigar,3,0,0,3
2366,eatery,3,0,0,3
2367,mug,3,0,0,3
2368,stromboli,3,0,0,3
2369,ford,3,0,0,3
2370,shortcake,3,0,0,3
2371,lunch spot,3,0,0,3
2372,seafood choice,3,0,0,3
2373,chicken alfredo,3,0,0,3
2374,tomahawk,3,0,0,3
2375,anna,3,0,0,3
2376,mekanek,3,0,0,3
2377,eggnog waffle,3,0,0,3
2378,bihari kabab,3,0,0,3
2379,cha,3,0,0,3
2380,faluda,3,0,0,3
2381,pommes frites,3,0,0,3
2382,lunch place,3,0,0,3
2383,meatball app,3,0,0,3
2384,veal milanese,3,0,0,3
2385,pre,3,0,0,3
2386,kimchi stew,3,0,0,3
2387,veggy,3,0,0,3
2388,momo ’ s,3,0,0,3
2389,sopa de re,3,0,0,3
2390,beyti kebab,3,0,0,3
2391,owner / chef,3,0,0,3
2392,popusas,3,0,0,3
2393,food experience,3,0,0,3
2394,cuban coffee,3,0,0,3
2395,scallop potato,3,0,0,3
2396,consome,3,0,0,3
2397,celebration,3,0,0,3
2398,malabi,3,0,0,3
2399,pepperoni roll,3,0,0,3
2400,sicilian,3,0,0,3
2401,sorrentina,3,0,0,3
2402,mixed fried rice,3,0,0,3
2403,oxtail stew,3,0,0,3
2404,kathi roll,3,0,0,3
2405,bake n shark,3,0,0,3
2406,chicken patty,3,0,0,3
2407,donkatsu,3,0,0,3
2408,papa,3,0,0,3
2409,cecina,3,0,0,3
2410,veal francese,3,0,0,3
2411,ceviches,3,0,0,3
2412,sing,3,0,0,3
2413,pita chip,3,0,0,3
2414,crablegs,3,0,0,3
2415,waffle fry,3,0,0,3
2416,bun bo hue,3,0,0,3
2417,shahwarma,3,0,0,3
2418,drunken fried rice,3,0,0,3
2419,cashier girl,3,0,0,3
2420,kadai paneer,3,0,0,3
2421,parihuela,3,0,0,3
2422,short rib pappardelle,3,0,0,3
2423,produce variety,3,0,0,3
2424,pot roast,3,0,0,3
2425,attentiveness,2,1,0,3
2426,athmosphere,2,1,0,3
2427,customer care,2,1,0,3
2428,lo mien,2,1,0,3
2429,crab cake appetizer,2,1,0,3
2430,confit,2,1,0,3
2431,iskender kebab,2,1,0,3
2432,description,2,1,0,3
2433,serve staff,2,1,0,3
2434,mandi,2,1,0,3
2435,aba combo,2,1,0,3
2436,tzatziki,2,1,0,3
2437,menemen,2,1,0,3
2438,dumplin,2,1,0,3
2439,drink list,2,1,0,3
2440,fried snapper,2,1,0,3
2441,owner / management,2,1,0,3
2442,people watch,2,1,0,3
2443,curry sauce,2,1,0,3
2444,scale,2,1,0,3
2445,knafe,2,1,0,3
2446,fill,2,1,0,3
2447,spicy,2,1,0,3
2448,veal tongue,2,1,0,3
2449,duck leg,2,1,0,3
2450,structure,2,1,0,3
2451,crow,2,1,0,3
2452,management staff,2,1,0,3
2453,service manager,2,1,0,3
2454,alcohol selection,2,1,0,3
2455,aperitif,2,1,0,3
2456,subway,2,1,0,3
2457,waitress staff,2,1,0,3
2458,chicken piccata,2,1,0,3
2459,in,2,1,0,3
2460,sweet shop,2,1,0,3
2461,kabab roll,2,1,0,3
2462,plater,2,1,0,3
2463,papri chat,2,1,0,3
2464,papdi chaat,2,1,0,3
2465,offer,2,1,0,3
2466,gamba,2,1,0,3
2467,scallopini,2,1,0,3
2468,fritta,2,1,0,3
2469,sharma,2,1,0,3
2470,steak sandwich,2,1,0,3
2471,paneer curry,2,1,0,3
2472,barman,2,1,0,3
2473,guinness,2,1,0,3
2474,cocktail drink,2,1,0,3
2475,lasagna fritta,2,1,0,3
2476,lasagna fritter,2,1,0,3
2477,budino,2,1,0,3
2478,parmigian,2,1,0,3
2479,tower,2,1,0,3
2480,pasta bowl,2,1,0,3
2481,wine choice,2,1,0,3
2482,greek combo,2,1,0,3
2483,braised beef short rib,2,1,0,3
2484,gumbo,2,1,0,3
2485,branzini,2,1,0,3
2486,top sirloin,2,1,0,3
2487,pico,2,1,0,3
2488,fettuccini,2,1,0,3
2489,beef dish,2,1,0,3
2490,penne ala,2,1,0,3
2491,rigatoni bolognese,2,1,0,3
2492,contadina,2,1,0,3
2493,appams,2,1,0,3
2494,dosai,2,1,0,3
2495,medhu vada,2,1,0,3
2496,london broil,2,1,0,3
2497,tuna melt,2,1,0,3
2498,omlette,2,1,0,3
2499,door man,2,1,0,3
2500,tangsuyuk,2,1,0,3
2501,jjamppong,2,1,0,3
2502,jajangmyun,2,1,0,3
2503,accoutrement,2,1,0,3
2504,kadhi,2,1,0,3
2505,pasta special,2,1,0,3
2506,entree portion,2,1,0,3
2507,roast beef,2,1,0,3
2508,oreganata,2,1,0,3
2509,turn around,2,1,0,3
2510,mofongos,2,1,0,3
2511,dancer,2,1,0,3
2512,melba,2,1,0,3
2513,filet mignons,2,1,0,3
2514,eggplant roll,2,1,0,3
2515,crowd management,2,1,0,3
2516,bhuna,2,1,0,3
2517,health,2,1,0,3
2518,appetizer combo,2,1,0,3
2519,milanese,2,1,0,3
2520,chicken broccoli,2,1,0,3
2521,cheesecake dessert,2,1,0,3
2522,access,2,1,0,3
2523,food arrive,2,1,0,3
2524,ballroom,2,1,0,3
2525,arroz con gandules,2,1,0,3
2526,tapioca,2,1,0,3
2527,croque,2,1,0,3
2528,waakye,2,1,0,3
2529,samgyetang,2,1,0,3
2530,jalepeno,2,1,0,3
2531,khasta kachori,2,1,0,3
2532,frankie,2,1,0,3
2533,penne pasta,2,1,0,3
2534,gajar ka halwa,2,1,0,3
2535,baguette delite,2,1,0,3
2536,filter coffee,2,1,0,3
2537,rava dosa,2,1,0,3
2538,mariachi,2,1,0,3
2539,seared foie gras,2,0,1,3
2540,lamb shish,2,0,1,3
2541,tom kha gai,2,0,1,3
2542,rama,2,0,1,3
2543,happy hour cocktail,2,0,1,3
2544,pad ke mao,2,0,1,3
2545,yemeni food,2,0,1,3
2546,food item,2,0,1,3
2547,lamb soup,2,0,1,3
2548,pork shoulder,2,0,1,3
2549,dumpling soup,2,0,1,3
2550,mains,2,0,1,3
2551,strip steak,2,0,1,3
2552,parpadelle,2,0,1,3
2553,vendor,2,0,1,3
2554,chicken and waffle,2,0,1,3
2555,ambiente,2,0,1,3
2556,fillet of sole,2,0,1,3
2557,lager,2,0,1,3
2558,fatoush,2,0,1,3
2559,hummas,2,0,1,3
2560,tarte,2,0,1,3
2561,blanc,2,0,1,3
2562,lox,2,0,1,3
2563,pollo a,2,0,1,3
2564,brasa,2,0,1,3
2565,sound level,2,0,1,3
2566,projector,2,0,1,3
2567,portobello,2,0,1,3
2568,chicken gyro,2,0,1,3
2569,babaganush,2,0,1,3
2570,kebab entree,2,0,1,3
2571,dal tadka,2,0,1,3
2572,lunch price,2,0,1,3
2573,soon tofu,2,0,1,3
2574,sport,2,0,1,3
2575,omelettes,2,0,1,3
2576,crabcakes,2,0,1,3
2577,fry zucchini,2,0,1,3
2578,sourdough,2,0,1,3
2579,paneer makhni,2,0,1,3
2580,ghee roast,2,0,1,3
2581,rasam,2,0,1,3
2582,fashion,2,0,1,3
2583,saltimbocca,2,0,1,3
2584,tartares,2,0,1,3
2585,makis,2,0,1,3
2586,pool table,2,0,1,3
2587,pico de gallo,2,0,1,3
2588,prix,2,0,1,3
2589,jajangmyeon,2,0,1,3
2590,kadhai,2,0,1,3
2591,zuppa di pesce,2,0,1,3
2592,pasta bolognese,2,0,1,3
2593,cream spinach,2,0,1,3
2594,haloumi,2,0,1,3
2595,filo,2,0,1,3
2596,general tso ' s,2,0,1,3
2597,kadayif,2,0,1,3
2598,table setting,2,0,1,3
2599,samosas,2,0,1,3
2600,halim,2,0,1,3
2601,bone marrow,2,0,1,3
2602,deviled egg,2,0,1,3
2603,s ' more,2,0,1,3
2604,mofonguitos,2,0,1,3
2605,palomilla,2,0,1,3
2606,yucca fry,2,0,1,3
2607,microwave,2,0,1,3
2608,bhutan,2,0,1,3
2609,shapta,2,0,1,3
2610,ramen bar,2,0,1,3
2611,sushi quality,2,0,1,3
2612,katsu,2,0,1,3
2613,lobby,2,0,1,3
2614,cheese board,2,0,1,3
2615,pianist,2,0,1,3
2616,comedy night,2,0,1,3
2617,rotti,2,0,1,3
2618,sukiyaki,2,0,1,3
2619,juanes,2,0,1,3
2620,chingri,2,0,1,3
2621,makhni,2,0,1,3
2622,lengua,2,0,1,3
2623,sopes,2,0,1,3
2624,chaats,2,0,1,3
2625,kali mirch,2,0,1,3
2626,sambal,2,0,1,3
2627,peking roast duck,1,2,0,3
2628,front desk lady,1,2,0,3
2629,condition,1,2,0,3
2630,siumai,1,2,0,3
2631,honey,1,2,0,3
2632,serve time,1,2,0,3
2633,beignet,1,2,0,3
2634,priced,1,2,0,3
2635,front,1,2,0,3
2636,poached egg,1,2,0,3
2637,kibeh,1,2,0,3
2638,foie,1,2,0,3
2639,amuse bouche,1,2,0,3
2640,happy hour menu,1,2,0,3
2641,front of,1,2,0,3
2642,delivery people,1,2,0,3
2643,meat quality,1,2,0,3
2644,pepsi,1,2,0,3
2645,chaufa rice,1,2,0,3
2646,chaulafan,1,2,0,3
2647,counter girl,1,2,0,3
2648,jigae,1,2,0,3
2649,italian dressing,1,2,0,3
2650,draft,1,2,0,3
2651,portioning,1,2,0,3
2652,bucatini cacio e pepe,1,2,0,3
2653,pours,1,2,0,3
2654,advertising,1,2,0,3
2655,mondongo,1,2,0,3
2656,cat,1,2,0,3
2657,turnaround,1,2,0,3
2658,carbonara sauce,1,2,0,3
2659,ribs,1,2,0,3
2660,group,1,2,0,3
2661,sidewalk,1,2,0,3
2662,italian bread,1,2,0,3
2663,dipping,1,2,0,3
2664,poulet roti,1,2,0,3
2665,juane,1,2,0,3
2666,salchipapa,1,2,0,3
2667,handi,1,2,0,3
2668,chow mein noodle,1,1,1,3
2669,wall paper,1,1,1,3
2670,partition,1,1,1,3
2671,babaganosh,1,1,1,3
2672,hummos,1,1,1,3
2673,pant,1,1,1,3
2674,whip cream,1,1,1,3
2675,shrimp appetizer,1,1,1,3
2676,avocado roll,1,1,1,3
2677,lo - mein,1,1,1,3
2678,pizza sauce,1,1,1,3
2679,mozarella stick,1,1,1,3
2680,shellfish,1,1,1,3
2681,menus,1,1,1,3
2682,svc,1,1,1,3
2683,height,1,1,1,3
2684,masala chai,1,1,1,3
2685,homefries,1,1,1,3
2686,smelt,1,1,1,3
2687,kalamari,1,1,1,3
2688,pollo guisado,1,1,1,3
2689,sushi platter,1,1,1,3
2690,television,1,1,1,3
2691,lech cake,1,1,1,3
2692,jjajang,1,1,1,3
2693,malai,1,1,1,3
2694,parm hero,1,1,1,3
2695,paccheri,1,1,1,3
2696,cab,1,1,1,3
2697,mouhamara,1,1,1,3
2698,fruit punch,1,1,1,3
2699,tehari,1,1,1,3
2700,chicharon,1,1,1,3
2701,oreganato,1,1,1,3
2702,kimchee,1,1,1,3
2703,lech,1,1,1,3
2704,seaweed salad,1,1,1,3
2705,sopa,1,1,1,3
2706,color scheme,1,1,1,3
2707,libretto,1,1,1,3
2708,appitizer,1,1,1,3
2709,effort,1,1,1,3
2710,antipasto salad,1,1,1,3
2711,channa,1,1,1,3
2712,fried seafood,1,1,1,3
2713,swarma,1,1,1,3
2714,malai boti,1,1,1,3
2715,sajji pulao,1,1,1,3
2716,croaker,1,0,2,3
2717,pig,1,0,2,3
2718,kua gling,1,0,2,3
2719,see ew,1,0,2,3
2720,sunglass,1,0,2,3
2721,muhamara,1,0,2,3
2722,duckling,1,0,2,3
2723,direction,1,0,2,3
2724,skirt steak,1,0,2,3
2725,cheese platter,1,0,2,3
2726,fry wonton,1,0,2,3
2727,paillard,1,0,2,3
2728,grilled chicken breast,1,0,2,3
2729,coffe,1,0,2,3
2730,yellowtail,1,0,2,3
2731,venison,1,0,2,3
